TA	Input1	Input2	Input3	Ctrl1	Ctrl2	Ctrl3	CI1	CI2	CI3	RI1	RI2	RI3
1691389	120	114	176	152	74	116	110	165	91	118	96	163
1706153	109	108	128	68	57	93	103	144	135	77	92	138
854736	129	121	188	161	96	163	102	172	171	137	106	247
3404052	466	360	627	307	204	291	102	128	86	269	215	320
328832	196	129	183	181	143	138	101	206	185	139	157	215
432795	206	146	282	141	91	122	100	217	73	159	130	232
106598	130	77	183	144	91	128	100	171	93	134	85	188
713497	724	536	889	266	254	277	99	172	90	255	218	366
432780	72	58	139	161	75	101	99	134	102	111	88	145
4275389	484	406	565	248	195	202	99	161	149	297	248	378
3790331	186	133	206	225	76	148	99	184	144	141	100	248
2169776	522	518	746	222	148	160	99	125	61	160	174	157
963005	714	683	975	265	237	244	98	195	92	264	301	322
2139290	372	332	584	180	145	163	98	102	74	157	119	242
3736656	439	375	663	184	145	169	97	118	94	205	168	293
28993	546	422	697	223	160	186	97	181	86	249	227	249
2603096	152	92	150	207	127	113	96	124	131	149	130	147
2681775	282	281	446	207	147	196	94	141	76	172	266	246
2254372	121	104	145	141	82	126	94	158	137	92	86	160
2431371	135	87	158	155	90	126	93	159	124	98	88	146
597570	86	110	119	158	96	154	92	132	120	58	63	87
3630016	431	375	513	156	139	213	91	136	55	187	207	226
4354557	105	83	145	155	81	91	89	220	97	105	86	193
3066697	535	443	585	175	144	185	89	150	57	158	181	241
4385739	98	78	158	108	46	81	88	193	112	109	97	319
2619175	110	120	152	160	83	140	88	165	112	88	97	150
226628	372	276	512	136	139	118	88	89	37	141	121	209
2185703	116	61	159	180	97	106	86	158	125	88	70	150
1249419	74	63	88	11	22	26	85	417	87	154	90	418
2347969	408	345	558	177	179	173	83	185	63	171	201	205
2327972	466	421	652	193	138	222	83	88	48	228	208	307
930015	505	360	659	239	139	185	82	136	57	171	159	291
3685931	359	405	560	209	169	174	82	134	55	179	154	249
2547292	349	318	515	177	144	164	82	112	77	180	158	287
2189784	73	62	125	96	63	98	82	91	91	54	124	111
192548	469	416	640	171	143	147	82	181	89	237	174	323
2622576	162	103	188	153	106	141	81	123	101	114	78	152
540688	108	75	120	121	70	73	79	146	93	79	70	161
3635626	411	409	520	185	133	137	79	121	58	183	137	274
1569849	430	366	495	113	105	127	79	106	51	139	90	196
1361323	80	99	112	186	93	100	79	118	118	135	74	146
2904380	457	369	670	210	148	208	77	180	70	198	215	323
4299401	485	355	624	172	149	185	76	141	91	201	191	308
3402185	131	126	143	154	111	186	76	170	120	105	129	177
3336868	709	600	860	254	207	236	76	254	94	239	238	331
1517698	162	83	177	163	88	140	75	141	113	153	95	174
1268938	663	553	800	312	180	272	74	108	54	213	208	357
841924	437	357	563	189	138	146	73	128	61	144	156	243
3287571	271	232	374	176	102	82	73	110	70	214	181	240
11734	373	330	501	143	133	153	73	140	43	161	140	196
3310960	324	297	395	126	100	112	72	97	43	120	161	170
3052877	299	242	481	419	260	337	72	166	90	230	249	311
4354068	436	408	625	216	140	159	70	156	63	168	166	287
2435753	86	59	130	96	51	82	70	132	57	69	51	105
370738	91	81	101	97	68	112	68	92	80	61	117	117
25488	31	23	48	41	28	44	67	64	45	55	60	78
2040996	335	298	454	168	114	147	67	121	49	178	145	241
1301812	125	165	315	169	86	133	67	163	59	217	156	303
3404067	434	349	531	191	123	128	66	85	48	131	140	181
3750429	414	374	497	121	111	162	65	120	57	172	149	305
1200116	110	93	150	66	37	40	65	132	44	77	49	65
68203	110	73	129	123	62	93	64	119	102	92	79	118
751298	96	47	144	111	56	92	63	150	73	75	60	177
601698	67	60	85	95	46	96	62	103	76	59	67	123
3832284	355	217	432	114	95	101	61	93	49	149	123	189
3072585	92	64	74	73	46	58	60	91	77	67	87	97
841641	360	317	461	147	116	157	59	102	44	107	145	235
593054	84	61	95	85	52	93	59	126	117	56	47	105
1518704	84	82	71	121	49	82	58	119	71	63	34	97
850313	72	52	100	83	44	69	57	94	84	78	66	94
3190051	279	258	372	106	88	130	57	87	44	105	122	160
1106546	47	75	44	118	55	29	57	48	45	25	65	68
558935	54	33	78	62	36	58	56	65	58	66	47	65
453543	285	253	313	130	70	100	56	89	47	150	134	158
4231174	226	222	344	93	59	116	55	87	40	89	106	195
2470415	323	355	430	147	79	88	55	109	48	103	85	257
1633752	286	242	367	124	88	132	55	114	51	138	107	190
125231	324	245	422	111	84	129	55	72	48	100	89	177
1754406	131	71	108	152	59	88	54	119	110	75	98	124
2486866	61	38	64	17	24	14	53	52	22	23	39	148
1755797	60	71	93	55	60	51	53	67	31	45	81	147
4307237	56	40	80	69	44	57	52	62	62	65	41	58
1163420	56	53	88	58	47	73	52	74	64	44	25	47
1372603	140	137	164	115	61	80	51	60	48	132	129	135
535951	369	324	509	184	133	146	50	78	45	113	169	245
2189847	90	71	122	111	84	117	50	108	92	91	71	126
1763214	55	55	90	71	58	66	50	70	55	54	45	38
4336420	202	173	300	83	57	85	49	61	38	100	54	148
276518	324	301	474	154	117	167	49	131	42	134	109	202
1049760	304	306	485	216	126	122	49	104	53	145	131	234
3295842	169	163	239	104	86	105	46	81	34	92	85	193
4302294	27	59	81	60	44	55	45	60	49	43	30	86
3810002	220	237	279	104	88	81	45	74	25	100	109	149
3014687	257	236	330	113	90	93	45	72	37	100	104	140
2909140	320	214	322	75	104	89	45	90	52	159	92	181
2327987	223	161	278	98	58	88	45	49	42	67	71	109
2144465	28	17	44	56	27	26	45	31	29	34	14	23
2087289	219	165	315	138	101	149	44	120	67	138	72	145
1500942	304	233	352	79	54	68	44	72	23	80	52	126
485994	79	74	121	111	34	86	43	113	93	92	56	144
2422057	25	27	41	46	12	32	43	41	34	31	33	34
1015027	218	197	334	99	70	80	42	86	37	113	119	148
3858362	54	50	63	69	35	53	40	78	46	48	56	57
3806138	135	92	213	94	62	75	40	39	34	94	69	120
3297391	123	120	200	64	45	51	40	39	22	83	57	123
2239032	308	280	499	132	112	110	40	90	42	119	139	199
452822	40	39	74	56	30	37	39	66	40	51	36	35
1889405	63	49	66	77	50	52	39	80	49	60	48	63
4163515	67	28	55	36	29	50	38	54	32	49	23	57
3058218	193	189	285	140	118	137	38	72	28	101	66	132
29653	54	43	67	65	44	57	38	94	54	40	31	73
2662707	194	105	160	90	82	89	38	77	60	82	90	89
1914750	171	172	251	85	73	95	38	91	20	76	68	119
172478	42	51	47	60	24	49	38	58	47	67	23	59
4058669	42	3	77	25	24	30	37	31	35	33	20	40
1737015	64	48	97	75	48	58	37	60	48	84	39	45
1706882	195	164	265	78	57	70	37	38	29	52	80	131
988363	228	220	249	126	110	96	36	55	11	90	80	139
529886	262	215	307	121	69	91	35	82	18	114	92	144
2137718	60	42	79	75	36	58	34	58	54	52	39	56
3806563	37	39	37	42	18	21	33	71	36	27	9	58
3735714	216	178	258	87	66	77	33	52	26	70	93	146
3069494	62	18	54	57	43	33	33	38	29	23	13	36
995166	27	29	63	54	25	42	32	33	32	38	18	34
4304479	207	157	316	67	25	56	32	57	37	67	87	164
2262324	45	48	75	46	23	36	31	42	37	38	26	44
1014032	150	160	245	60	54	77	31	60	14	55	62	74
2404310	57	24	42	36	22	39	30	54	31	38	18	68
2382320	75	79	106	53	57	49	30	31	28	53	38	89
3273492	233	175	314	88	76	85	28	55	27	88	96	162
3075215	63	41	59	93	49	64	27	84	47	48	38	31
2821217	211	198	273	97	53	89	27	33	17	72	73	166
2651718	191	155	297	89	72	77	27	50	29	59	85	122
1100495	40	23	34	32	5	25	27	25	36	21	17	30
667114	38	17	48	40	19	31	26	49	30	43	23	29
3293181	123	71	178	62	33	34	26	34	19	47	26	65
373039	89	85	142	77	39	54	25	56	20	55	45	86
3344016	31	19	32	33	18	36	25	32	26	30	26	27
1939326	105	102	177	74	42	36	25	35	22	62	54	71
443482	24	25	41	51	16	37	24	28	32	20	16	65
4269600	14	24	46	35	17	19	24	18	24	17	18	23
2754197	157	142	209	33	35	29	24	31	38	52	60	120
1358267	262	166	354	105	96	118	24	43	29	116	102	155
3615088	58	50	55	32	30	37	23	41	42	30	17	53
3403370	36	29	42	37	30	30	23	34	35	30	19	40
2549082	30	18	39	44	20	26	23	40	18	19	18	41
2390041	19	17	57	12	12	19	23	35	17	37	18	41
655699	114	69	89	16	23	21	21	13	4	28	19	44
4181247	105	76	138	57	48	49	21	38	19	44	41	59
3367037	12	16	10	10	8	10	21	13	20	9	2	57
3277531	209	156	233	56	57	73	21	71	21	103	53	71
2614074	3	2	9	20	5	1	21	29	21	25	12	14
2052183	24	28	65	42	24	48	21	56	72	24	13	65
1509269	63	70	86	32	34	18	21	31	7	19	14	47
567487	115	77	117	14	10	24	20	39	7	43	50	103
48635	65	69	108	36	24	24	20	31	16	43	25	34
4277195	22	23	69	35	18	24	20	47	34	17	27	39
1013510	59	46	78	25	26	38	20	22	18	24	27	30
462766	37	19	56	36	18	30	19	46	28	32	24	43
3945876	76	71	88	48	34	28	19	25	18	46	33	59
2093908	42	46	28	36	20	16	19	21	23	79	35	138
1278876	30	16	23	21	20	17	19	27	23	19	56	37
4310642	20	17	28	23	8	18	18	18	21	23	17	32
3666021	141	75	118	42	35	46	18	15	9	43	27	41
251050	37	54	96	27	14	20	18	34	11	18	30	73
2194039	45	34	50	17	8	13	18	21	19	60	45	61
2126698	107	65	137	46	41	35	18	23	16	37	42	41
906130	10	6	20	29	8	18	16	10	15	10	13	12
574515	125	76	168	55	34	34	16	23	17	41	27	45
1304721	35	8	21	31	18	25	16	18	21	12	15	32
121352	91	87	178	38	49	50	16	26	19	46	29	65
3872321	69	63	74	25	27	18	15	16	12	33	25	37
3465820	74	63	129	31	18	34	15	28	16	28	40	71
3216389	68	61	94	25	28	18	15	15	12	14	23	33
3184369	46	60	91	34	39	32	15	24	11	43	21	47
3139088	20	24	43	23	16	16	15	18	16	16	9	22
2083906	116	100	146	63	15	42	15	31	13	43	43	36
4346367	67	47	65	46	35	29	14	22	14	44	42	74
434404	106	80	140	47	26	35	14	30	9	34	20	57
3602069	26	31	60	39	13	29	14	44	30	76	11	42
3173329	39	37	67	17	21	33	14	17	15	26	11	27
2841416	22	16	27	20	17	29	14	30	16	25	14	19
1912693	14	24	30	24	7	33	14	14	19	10	10	17
1673795	56	46	75	14	13	13	14	13	14	20	27	42
1293897	113	73	97	47	27	42	14	42	31	44	34	56
797906	34	32	34	22	19	35	13	33	26	20	20	31
4052602	24	8	25	24	8	25	13	14	12	10	14	16
2628430	2	9	9	19	7	11	13	11	9	2	1	11
2485252	39	35	56	27	18	31	13	30	5	14	30	32
425097	84	48	113	23	23	28	12	51	14	26	36	47
2669202	6	5	4	4	4	10	12	4	10	4	8	10
1956680	39	46	34	56	32	43	12	7	8	19	43	41
1838157	8	5	7	6	3	5	12	3	10	6	2	5
1520776	34	23	63	66	22	31	12	30	28	36	8	37
1321796	57	43	88	18	20	24	12	23	11	29	35	40
9101	13	13	22	22	11	20	11	37	14	17	12	21
505115	21	18	33	10	10	8	11	12	12	11	18	18
3594703	52	35	60	39	16	27	11	23	10	28	29	53
2625845	3	9	15	13	4	8	11	6	3	9	1	9
2439523	11	3	19	3	4	10	11	1	12	19	2	13
229774	92	61	135	36	22	54	11	32	9	36	40	48
2245218	25	17	39	48	20	11	11	30	19	25	16	58
2081254	15	24	22	29	12	8	11	8	5	12	7	12
4280556	42	38	82	13	10	27	10	23	12	21	19	46
3266657	42	44	81	5	8	11	10	16	6	16	23	28
1111837	58	29	75	16	12	6	10	6	4	16	8	5
886303	68	34	94	20	19	26	9	51	12	17	32	34
3859576	10	4	5	7	2	7	9	9	5	10	6	4
369097	18	29	41	14	10	26	9	22	8	15	6	22
3645361	6	8	13	11	3	8	9	7	11	17	9	26
3416657	5	36	41	15	14	2	9	53	25	3	6	14
1288683	4	1	5	4	2	1	9	2	4	1	2	3
681905	46	19	37	14	16	22	8	12	17	49	8	30
2909257	54	41	52	23	8	11	8	9	8	24	19	24
2629635	8	1	13	6	6	8	8	7	3	4	4	5
2602912	26	40	59	14	10	19	8	15	2	17	20	24
2582336	16	14	17	21	3	11	8	16	14	11	11	32
2278142	31	13	37	18	6	15	8	8	9	19	11	34
2188022	9	6	9	8	8	7	8	17	3	11	4	8
1480882	7	8	9	7	5	2	8	7	8	7	5	8
87087	16	6	14	12	10	10	7	16	9	21	7	13
655780	38	35	69	10	8	9	7	5	9	15	8	30
4317684	92	62	73	40	19	31	7	16	9	31	63	41
3011643	86	39	99	17	16	19	7	17	6	14	20	17
2968939	1	4	8	5	3	3	7	7	7	6	4	2
2764973	23	5	14	10	7	11	7	11	13	12	8	13
2724453	3	7	14	4	4	3	7	4	3	8	6	8
2296718	1	1	1	1	1	3	7	33	6	10	2	16
1970016	16	18	16	22	13	7	7	33	31	36	34	27
176360	8	5	9	12	2	1	7	6	9	12	4	2
548407	10	1	23	8	5	17	6	20	10	9	6	17
4368254	4	2	9	9	2	5	6	6	3	2	5	3
339195	3	2	1	4	1	2	6	5	2	1	1	1
3247032	66	65	96	20	18	17	6	3	6	28	35	62
2870096	7	12	20	6	4	8	6	4	1	8	13	5
2746544	30	31	37	11	9	14	6	16	4	10	16	33
1383367	5	8	5	9	2	6	6	13	11	7	5	12
855772	7	6	7	7	1	7	5	10	3	3	1	5
756439	12	6	20	7	1	14	5	1	3	6	7	3
464404	4	1	4	10	3	2	5	5	8	5	4	4
3824509	28	17	41	7	11	12	5	7	12	16	16	17
3572229	3	8	14	14	10	10	5	10	9	6	12	20
3465115	20	18	37	14	13	13	5	11	6	17	7	31
3043840	3	8	17	4	4	7	5	6	5	9	11	15
3010506	5	10	1	10	5	3	5	7	4	7	1	3
2664852	7	1	6	9	4	1	5	1	3	1	1	1
2646348	14	27	25	12	13	16	5	6	12	6	12	19
252526	28	21	19	1	1	1	5	1	4	5	16	43
1885672	6	4	9	8	10	1	5	5	1	2	7	5
1690438	3	1	2	7	3	1	5	2	1	1	2	3
1583258	10	6	15	16	5	8	5	7	8	7	10	7
728827	12	12	15	8	1	7	4	8	4	1	1	3
4305236	1	8	4	1	1	1	4	10	1	2	2	1
4265765	6	5	7	8	7	3	4	14	8	8	6	7
3508511	3	4	1	7	2	2	4	7	7	6	2	14
3262471	8	22	28	15	7	6	4	7	5	11	7	14
3235894	3	1	2	2	3	6	4	2	2	4	3	4
2623500	44	38	57	18	6	12	4	15	8	18	19	24
1562876	4	1	3	7	2	2	4	1	1	2	3	1
579910	1	4	5	1	1	2	3	1	1	2	1	3
3929466	2	4	2	2	2	1	3	1	3	2	1	1
3685308	7	6	8	6	3	2	3	12	6	11	4	9
2962448	5	1	1	2	2	3	3	1	1	2	3	2
2587533	11	17	31	8	10	4	3	5	3	6	3	6
25235	17	18	18	10	6	10	3	9	8	12	12	12
2007189	1	7	1	1	1	17	3	1	2	1	2	4
1991825	32	22	26	8	15	8	3	15	2	13	10	15
1983922	2	1	1	6	1	2	3	1	2	2	1	2
1694129	6	1	7	1	1	3	3	1	2	3	2	2
1347502	1	1	1	1	1	1	3	1	1	1	1	1
1292244	4	1	2	5	1	4	3	5	4	1	1	3
113721	1	1	3	2	1	3	3	2	3	1	1	3
792204	1	1	1	1	1	1	2	1	2	1	1	4
644901	2	1	5	2	1	1	2	1	1	1	1	1
4275006	5	4	14	10	2	5	2	4	5	4	2	5
4258085	3	1	2	4	3	2	2	1	6	1	2	2
4124595	2	1	1	1	1	1	2	1	1	1	1	2
4104674	6	3	1	2	1	1	2	5	3	1	1	1
4068982	1	1	1	1	1	98	2	1	1	1	1	1
3868000	1	1	3	1	1	1	2	1	1	2	1	1
3824092	1	2	2	2	1	2	2	3	1	1	1	1
376035	1	1	1	1	1	1	2	1	1	1	1	1
3740577	1	1	2	1	1	1	2	1	1	1	1	1
371652	1	1	1	1	1	1	2	1	1	1	1	1
3635927	1	1	1	1	1	1	2	1	2	1	1	1
3488091	5	1	9	5	5	5	2	6	1	2	6	1
3310418	4	2	4	1	1	1	2	2	1	1	1	1
3179931	1	1	1	1	1	1	2	1	1	1	1	1
2741338	1	1	1	1	1	1	2	1	1	1	1	1
254535	2	2	3	1	1	2	2	4	2	1	2	6
2430694	1	2	2	1	1	3	2	1	1	1	1	1
2389479	1	1	1	1	1	1	2	1	1	1	1	1
2381801	5	3	4	3	5	3	2	4	2	6	3	5
1993700	2	6	6	4	5	2	2	5	5	5	9	5
1671103	1	1	3	3	1	1	2	2	1	1	1	1
1523001	1	1	1	1	1	1	2	1	1	1	2	2
1482247	1	1	1	1	1	1	2	1	1	1	1	1
1441704	1	1	2	1	1	1	2	1	1	1	1	1
1396898	4	1	8	4	3	2	2	1	1	2	2	1
1275221	9	9	11	14	5	8	2	15	13	13	8	12
999937	1	1	1	1	1	1	1	1	1	1	1	1
985782	1	1	1	1	1	1	1	1	1	2	1	1
967557	1	1	2	1	1	1	1	1	1	1	2	1
819277	1	1	1	1	1	1	1	1	1	1	1	1
772357	1	1	2	2	1	1	1	1	1	1	1	1
760335	3	1	1	1	1	1	1	2	1	1	2	2
758824	1	1	1	1	1	1	1	1	1	1	1	1
734444	1	1	3	3	1	1	1	1	1	4	3	1
692898	1	1	1	1	1	1	1	1	1	1	1	1
690769	6	1	1	5	1	1	1	1	1	1	1	1
630905	1	1	1	1	1	1	1	1	1	1	1	1
61798	1	1	1	1	1	1	1	1	1	1	1	1
582591	22	9	9	5	5	3	1	4	6	4	8	8
579716	1	1	1	1	2	1	1	1	1	1	1	1
530040	1	1	1	1	1	1	1	1	1	1	1	1
528190	1	1	1	1	1	1	1	1	1	1	1	1
4367556	1	1	1	1	1	5	1	1	1	1	1	1
4354899	1	1	1	1	1	1	1	2	1	1	1	1
433929	1	1	1	1	1	1	1	1	1	1	1	1
4324000	14	3	11	6	2	2	1	1	1	5	2	9
426657	1	1	1	1	1	34	1	2	1	1	1	1
425373	1	1	1	1	1	1	1	1	1	1	1	1
4165982	1	1	1	1	1	1	1	1	1	1	1	1
412345	1	1	1	1	1	1	1	1	1	1	1	1
4105446	1	1	1	1	1	1	1	1	1	1	1	1
4098401	1	1	1	1	1	1	1	1	1	1	1	1
4038907	1	1	3	1	1	1	1	1	1	1	1	1
3992134	1	1	1	1	1	1	1	1	1	1	1	1
3952954	1	1	1	1	1	1	1	1	1	1	1	1
3944911	1	1	1	1	1	1	1	1	1	1	1	1
3855920	1	2	2	8	2	2	1	2	1	1	1	7
3825831	1	1	1	1	1	1	1	1	1	1	1	1
3799014	1	1	1	1	1	1	1	1	1	1	1	1
3780148	1	1	1	1	1	1	1	1	1	1	1	1
3749472	1	1	1	1	1	1	1	1	1	1	1	1
374299	1	1	1	1	1	1	1	1	1	1	1	1
3740838	6	3	1	7	2	1	1	4	5	1	1	4
3729331	1	2	1	1	1	1	1	3	1	2	3	2
3725192	1	2	1	1	1	1	1	1	1	1	2	1
370495	1	1	1	2	1	5	1	2	2	1	1	1
3628522	6	9	13	1	1	2	1	2	1	2	1	1
3615307	1	1	5	1	1	1	1	1	1	1	2	4
3612181	1	1	1	1	1	1	1	1	1	1	1	1
3610647	1	1	1	1	1	1	1	1	1	2	1	1
3600838	1	1	1	1	1	1	1	1	1	2	1	1
3580151	1	1	1	1	1	1	1	1	1	1	1	1
3562016	2	1	1	1	1	1	1	1	1	1	1	1
3549678	1	1	1	1	1	1	1	1	1	1	1	1
3541464	1	1	1	1	1	1	1	1	1	1	1	1
3520406	1	1	1	1	1	1	1	2	1	1	1	1
3517912	1	1	1	1	1	1	1	1	1	1	1	1
3489318	1	1	1	1	1	14	1	1	1	1	1	1
3452230	1	1	1	1	1	1	1	1	1	1	1	1
3414232	2	1	1	1	1	1	1	3	1	1	1	2
3403337	1	1	1	1	1	1	1	1	1	1	1	1
3396355	4	7	1	4	2	2	1	1	2	7	2	1
3364034	1	1	1	1	1	1	1	1	1	1	1	1
3349267	1	1	1	1	1	1	1	1	1	1	1	1
3332125	2	1	1	1	1	1	1	1	2	1	1	1
3261369	8	1	3	3	1	1	1	1	1	1	1	3
316865	1	1	1	1	1	1	1	1	1	1	1	1
314949	1	1	3	3	1	4	1	7	1	5	1	3
3064540	1	1	1	1	1	1	1	1	1	1	1	1
3041214	1	1	1	1	1	1	1	1	1	1	1	1
3035973	1	1	1	1	1	2	1	1	1	1	1	1
2981385	4	3	2	1	4	3	1	2	1	5	1	6
2950867	1	1	1	2	1	1	1	1	1	1	1	1
2895848	5	3	4	3	2	2	1	3	4	2	3	4
2873374	3	1	5	1	1	3	1	3	1	4	8	4
2870100	1	1	1	1	1	1	1	1	1	1	1	1
2868466	1	1	1	4	1	1	1	1	1	1	1	1
2857367	1	1	2	1	1	1	1	1	2	1	1	1
2815838	1	1	1	1	1	1	1	1	2	2	1	1
2813325	1	3	5	3	3	2	1	1	2	2	2	1
2808532	1	1	1	1	1	1	1	1	1	1	1	1
2798852	1	1	1	1	1	1	1	1	1	1	1	1
2793640	7	4	5	1	1	1	1	1	1	1	1	1
2792810	1	1	1	1	1	1	1	1	2	1	1	1
2617288	1	1	2	4	2	1	1	1	1	2	1	1
2617270	1	2	1	1	1	1	1	1	1	1	1	1
2593650	1	1	1	1	1	1	1	2	1	1	1	1
2575445	1	1	2	1	1	1	1	1	1	1	1	1
2554882	17	7	14	18	8	5	1	1	5	6	3	15
2440433	2	2	1	1	1	1	1	1	1	1	2	1
2438930	1	1	1	3	1	1	1	1	1	1	1	1
2423834	1	1	1	1	1	1	1	1	1	1	1	1
2415540	2	1	1	1	1	1	1	1	1	1	1	1
2401078	1	1	1	1	1	1	1	1	1	1	1	1
2399564	1	1	1	1	1	1	1	1	1	1	1	1
2390225	1	1	1	1	1	1	1	1	1	1	1	1
2381263	1	1	1	1	1	1	1	1	1	1	1	1
2378978	1	1	1	1	1	1	1	2	1	1	1	1
2366457	1	1	1	1	1	1	1	1	1	1	2	1
2309705	1	1	1	1	1	1	1	1	1	1	1	1
2259562	1	1	2	1	1	1	1	1	1	1	1	3
2197852	1	1	1	1	1	1	1	1	1	1	1	1
2183470	1	1	1	1	1	1	1	1	1	1	1	1
2179818	1	1	1	1	1	1	1	1	1	1	1	1
2157368	1	1	1	1	1	1	1	1	1	1	1	1
2153316	1	1	1	1	1	1	1	1	1	1	1	1
2146082	2	1	1	1	1	3	1	12	5	4	2	5
2129113	5	1	3	2	1	2	1	2	2	1	4	1
209127	1	1	1	1	1	1	1	1	1	1	1	1
2074754	1	1	1	1	1	1	1	1	1	1	1	1
2074727	1	1	2	1	2	1	1	1	1	1	1	1
2072152	1	1	1	1	1	1	1	1	1	1	1	1
2050476	1	1	1	1	1	1	1	1	1	1	1	1
2018040	1	1	1	1	1	1	1	2	1	1	1	1
197691	1	1	1	1	1	1	1	1	1	1	1	1
1974179	1	1	1	1	1	1	1	1	1	1	1	1
1969108	1	1	1	1	1	62	1	1	1	1	1	1
1907458	1	1	1	1	1	1	1	1	1	1	1	1
1883132	1	1	1	1	1	1	1	1	1	1	1	1
186252	2	1	1	1	1	1	1	1	1	1	1	1
1849013	1	1	1	1	1	1	1	1	1	1	1	1
1841364	1	1	1	1	1	2	1	3	2	1	1	1
1823108	1	1	2	3	2	1	1	1	1	2	1	1
1822820	1	1	1	1	1	1	1	1	1	1	1	1
1810626	1	1	1	1	1	1	1	1	1	1	1	1
180120	1	1	1	1	1	1	1	1	1	1	1	1
1784297	2	1	2	4	1	1	1	1	3	1	1	1
1767136	1	3	3	2	1	1	1	2	1	3	1	3
1706190	9	2	14	5	1	2	1	2	1	1	1	2
1701496	2	1	1	1	1	1	1	4	1	1	1	1
1674827	1	2	1	1	1	1	1	1	3	3	1	1
1582182	3	1	2	1	1	2	1	4	1	1	1	3
1572668	1	1	1	1	1	1	1	1	1	1	1	1
1557105	1	1	1	1	1	1	1	1	1	1	1	1
1524666	1	1	1	1	1	1	1	1	1	1	1	1
1507267	1	1	1	1	1	1	1	1	1	1	1	1
140137	1	1	1	1	1	1	1	1	1	1	1	1
1348600	1	1	1	1	1	1	1	1	1	1	1	1
1344828	1	1	1	1	1	1	1	1	1	1	1	1
1337068	1	1	1	1	1	1	1	1	1	1	1	1
133600	1	2	1	1	1	2	1	3	1	1	1	2
1297682	1	1	1	1	1	1	1	4	1	2	1	1
1293140	1	1	1	1	1	1	1	1	1	1	1	1
1275936	1	1	1	1	1	1	1	1	1	1	1	1
1061594	12	1	14	3	4	10	1	2	1	6	5	13
1036878	1	1	1	2	1	3	1	2	1	1	2	1
2620099	38	35	58	17	10	16	1	9	4	18	8	21
3953493	1	1	2	1	1	2	1	8	1	2	1	2
732744	3	2	6	1	1	1	1	7	1	3	1	7
2999356	1	1	1	1	1	1	1	7	1	2	1	1
1782596	1	1	1	1	1	1	1	7	1	1	1	1
3004201	1	1	1	1	1	1	1	6	1	1	1	1
1846690	2	1	4	4	3	1	1	6	3	1	3	2
4038707	2	1	1	1	1	1	1	5	1	1	1	1
3064797	1	1	1	1	1	1	1	5	1	1	2	1
220551	1	1	1	1	1	1	1	5	1	1	1	1
1556963	2	1	1	1	1	3	1	5	1	1	1	2
756810	2	4	9	2	3	8	1	4	1	1	3	10
638442	4	4	3	3	1	3	1	4	2	2	1	1
3846857	1	1	4	1	2	1	1	4	1	2	1	3
3715258	1	1	1	1	1	1	1	4	1	1	2	1
306447	1	1	1	1	1	1	1	4	1	1	1	1
2857983	2	1	1	3	1	1	1	4	1	1	1	1
2760896	1	1	1	1	1	1	1	4	2	1	1	2
2344536	3	1	2	1	1	1	1	4	1	1	1	1
2246620	1	1	1	1	1	1	1	4	1	1	1	1
2137183	1	1	2	1	1	126	1	4	1	1	1	2
1992002	4	1	1	2	1	1	1	4	3	1	1	2
1378175	1	1	1	1	1	1	1	4	1	1	1	1
1328458	1	1	1	2	1	1	1	4	1	1	1	1
1071985	1	1	1	1	1	1	1	4	1	1	1	1
1006813	1	1	1	1	1	1	1	4	1	1	1	1
77820	1	1	1	1	1	3	1	3	1	1	1	1
718684	1	1	1	1	1	1	1	3	1	1	1	1
4344466	2	1	3	1	1	1	1	3	1	1	1	1
4119	1	1	1	1	1	1	1	3	1	1	1	2
4052841	1	1	1	2	1	1	1	3	1	1	1	1
3954146	1	1	1	1	1	1	1	3	1	1	1	1
389522	1	1	1	1	1	1	1	3	1	1	1	1
3894597	1	1	1	1	1	1	1	3	1	2	3	3
376088	1	1	1	1	1	18	1	3	1	1	1	1
365549	1	1	1	1	1	1	1	3	1	1	2	1
3570281	1	1	1	1	1	1	1	3	1	1	1	1
274022	1	1	1	1	1	1	1	3	1	3	1	1
2523574	2	1	1	1	1	1	1	3	1	1	1	1
223427	1	1	1	1	1	1	1	3	1	1	1	1
2113972	1	1	1	1	1	1	1	3	2	2	1	2
2072601	1	1	1	1	1	1	1	3	1	1	1	1
1834548	1	1	1	1	1	1	1	3	1	2	1	1
171909	2	4	2	1	1	1	1	3	1	4	3	3
1694562	1	1	1	1	1	1	1	3	1	1	1	1
155080	2	1	1	1	1	1	1	3	1	2	1	1
1498492	1	1	1	1	1	1	1	3	1	1	1	2
1361512	1	1	1	1	1	1	1	3	1	1	1	1
1170253	1	1	1	1	1	1	1	3	1	1	1	1
1127066	1	1	1	1	1	1	1	3	1	1	1	1
923823	1	1	2	1	1	1	1	2	1	1	1	1
81636	1	1	1	1	1	1	1	2	1	1	1	1
73863	1	1	1	1	1	1	1	2	1	1	1	1
693172	1	1	2	2	1	1	1	2	1	1	1	1
561714	1	1	1	1	1	1	1	2	1	1	1	1
548061	1	1	1	1	1	1	1	2	1	1	1	1
543789	1	1	1	1	1	3	1	2	1	1	1	1
542160	1	1	1	1	1	1	1	2	1	1	1	1
481556	1	1	1	1	1	1	1	2	1	1	1	1
4323568	1	1	1	1	1	1	1	2	1	1	1	1
4277048	1	1	1	1	1	1	1	2	1	1	1	1
4172093	1	1	1	1	1	1	1	2	1	1	1	1
