TA	Input1	Input2	Input3	Ctrl1	Ctrl2	Ctrl3	CI1	CI2	CI3	RI1	RI2	RI3
2651718	403	250	284	177	129	260	115	109	124	139	82	101
2710390	399	255	235	313	223	362	206	257	258	357	238	240
965200	398	193	287	313	263	491	251	234	231	357	196	252
595500	397	204	201	210	147	266	131	184	211	211	183	130
564035	394	208	277	268	218	430	231	301	264	423	265	296
3273492	383	268	298	214	164	215	102	117	130	217	135	116
2987235	381	231	264	287	206	310	225	315	326	394	287	231
2129192	380	197	270	280	183	361	213	220	210	345	185	208
4203270	377	208	222	237	184	304	210	252	243	346	235	222
3692498	377	195	240	352	207	296	214	225	353	269	214	176
327763	373	235	290	275	200	348	290	333	324	479	361	294
3735714	370	226	284	199	133	271	107	112	105	215	69	114
205440	370	213	307	229	133	279	474	543	562	4217	2947	2284
1914750	369	230	319	152	109	224	100	103	155	224	114	113
2553261	360	217	317	251	191	340	259	292	254	416	273	242
486756	355	263	255	307	241	317	201	263	289	422	268	239
363822	354	164	205	190	163	198	185	205	242	305	187	207
1703520	352	250	237	231	220	317	220	267	295	391	246	272
1195380	352	161	224	179	143	249	246	271	268	418	251	265
3039245	349	184	218	214	162	375	161	204	180	306	136	185
1974503	338	256	250	293	197	408	253	307	307	370	232	266
3100300	336	237	207	243	192	337	268	239	217	362	232	210
1156869	336	173	223	250	153	326	233	298	282	514	344	376
669151	335	181	225	218	136	244	161	221	164	266	208	177
1293897	330	179	192	110	67	149	75	68	89	152	52	98
1970361	327	226	260	251	211	299	226	272	299	428	233	229
1014032	327	186	279	141	127	205	83	93	100	147	71	82
2021058	319	180	216	310	207	313	416	431	548	2233	1326	1449
2367656	318	184	204	219	163	204	520	698	755	994	603	615
1934636	316	164	208	239	144	252	162	161	179	287	144	154
2425056	315	172	168	200	144	231	168	179	188	247	200	139
483879	313	154	213	205	178	258	154	149	175	269	172	157
1823458	312	196	200	287	144	261	165	222	193	327	199	170
574515	310	176	237	119	90	114	69	74	73	142	55	51
2157218	310	208	224	281	199	269	164	194	245	403	220	216
3277531	306	191	271	125	115	189	87	99	137	182	79	132
1985987	305	169	189	209	150	221	176	197	194	263	194	205
2596721	303	153	204	219	184	254	129	163	167	240	168	175
3107016	301	167	192	222	149	268	156	154	173	300	180	135
888916	300	161	179	233	169	258	144	178	172	320	168	144
1825190	299	167	197	224	133	302	200	224	240	413	282	262
169249	299	172	199	205	113	269	135	157	173	245	164	168
3295842	298	197	238	209	133	257	79	101	105	161	140	105
427949	296	230	219	207	131	252	183	175	194	292	180	156
1028483	296	187	194	196	109	209	196	216	210	319	225	184
1073670	295	161	193	226	157	238	137	163	171	278	180	159
3297391	292	180	213	122	96	202	68	79	89	166	65	77
332328	290	170	205	215	114	235	197	214	184	249	187	139
1972550	288	157	195	191	162	263	152	163	179	271	197	133
3113798	286	159	175	228	187	270	156	145	184	262	185	165
1737834	283	165	195	219	177	277	149	171	210	300	150	190
1301812	283	196	211	185	148	231	172	193	222	223	149	148
2664813	281	185	242	258	249	375	235	234	236	309	209	185
3696188	280	153	209	202	165	253	145	162	163	239	172	172
386195	276	163	190	216	134	246	191	208	193	298	218	215
2396327	274	141	190	202	115	272	199	182	225	282	123	165
1372603	270	183	166	187	100	198	112	122	102	179	89	112
2620357	269	156	215	229	155	273	144	157	154	293	206	159
2662707	267	162	176	160	123	218	77	122	106	132	73	92
3111844	265	164	216	221	184	273	140	172	188	271	154	155
655699	263	134	178	83	78	123	44	58	60	91	30	37
1200116	262	123	152	101	67	139	60	60	55	164	93	103
2752591	261	200	260	291	215	252	229	188	276	324	205	205
753609	260	205	188	118	90	145	190	192	235	887	507	498
567487	260	201	176	103	84	157	114	83	140	188	71	102
3838953	259	96	134	122	90	162	107	113	120	174	138	122
1939326	250	183	207	114	105	133	56	91	66	152	79	64
434404	243	97	135	65	41	131	47	56	46	70	38	53
2486866	243	205	279	28	33	52	213	223	191	198	88	101
3806138	242	150	171	118	87	137	60	77	95	129	91	82
4329927	241	132	161	172	184	206	133	188	198	241	159	162
416037	240	171	198	196	151	216	141	145	141	205	130	124
4155397	240	144	174	199	128	204	117	147	173	236	154	113
3293181	228	153	168	105	96	135	60	62	89	115	65	55
2488989	222	157	200	180	132	212	111	178	187	205	158	159
1368006	220	171	146	198	204	214	169	203	177	260	181	206
851862	218	115	150	459	346	575	476	402	526	759	317	368
4181247	218	157	141	92	86	127	65	52	83	60	35	52
3790331	216	140	187	157	119	223	127	178	165	244	150	148
3511066	206	89	145	176	102	171	299	395	327	1567	928	934
3119195	204	119	155	130	135	156	99	151	160	179	124	122
229774	204	107	130	80	56	126	51	45	65	107	51	51
1517698	204	116	108	168	115	142	98	112	105	193	111	82
854736	201	152	182	163	95	214	115	153	138	276	157	151
328832	200	133	154	197	127	184	161	189	158	288	126	161
2603096	197	125	100	130	117	186	106	133	156	226	141	147
2083906	197	107	152	110	92	141	62	57	40	95	48	51
2261105	196	102	176	143	125	220	136	157	169	238	151	174
1976177	195	115	129	148	83	134	125	130	141	153	100	96
3647416	193	133	149	70	82	113	228	239	252	547	259	313
3945876	191	109	119	110	55	104	51	50	56	96	33	50
48635	189	84	109	63	47	84	41	47	46	45	26	51
373039	188	99	131	96	73	111	56	58	58	93	53	61
4385739	182	144	176	139	84	137	239	206	238	250	136	174
2619175	181	100	150	121	97	155	89	112	115	130	66	147
597570	180	104	127	110	105	111	181	202	156	150	103	102
4354557	177	97	139	132	99	129	113	129	114	140	74	94
2622576	176	101	125	114	79	145	104	123	106	140	87	140
2194032	175	125	149	146	117	211	254	346	397	706	417	472
751298	174	85	139	111	96	116	94	82	103	188	70	96
3402185	174	141	122	127	94	179	126	147	119	158	121	138
121352	174	143	180	99	82	155	54	54	91	120	41	62
3465820	173	105	113	73	48	100	63	39	36	81	34	69
3666021	172	105	142	104	63	135	37	41	61	74	42	49
68203	166	80	100	82	83	144	87	120	79	122	111	75
106598	166	87	126	147	114	166	93	119	109	172	78	109
3216389	164	82	142	69	37	74	39	51	29	72	27	45
1013510	164	122	108	101	42	70	29	54	50	91	27	44
1754406	161	77	122	97	45	129	98	87	108	176	102	106
4317684	155	65	125	82	44	81	31	43	18	45	23	21
1706153	154	133	160	95	77	123	129	190	137	399	258	243
1691389	154	118	120	120	83	154	82	114	116	155	119	113
2194075	152	100	125	134	131	210	254	329	334	761	368	476
2431371	151	102	103	105	76	158	100	101	91	176	118	94
275941	149	70	96	105	63	124	101	131	103	176	109	97
425097	148	69	116	71	61	82	38	36	63	95	45	47
2185703	144	71	101	129	68	131	96	117	88	176	93	88
3247032	143	97	104	74	48	65	42	45	38	56	32	34
2382320	143	71	118	79	51	105	45	53	73	89	33	37
251050	142	75	93	42	30	52	68	75	51	102	50	48
3872321	139	81	93	62	42	80	29	39	29	59	41	24
2189847	139	79	100	87	60	95	86	81	62	102	84	66
2189784	138	78	82	73	75	101	93	98	85	156	88	73
1755797	137	52	67	69	46	67	44	52	35	78	48	60
1361323	136	85	121	117	69	158	76	109	121	184	114	98
201398	135	120	124	103	88	208	259	289	269	2164	1395	1203
1249419	130	68	90	36	15	27	132	112	167	281	120	181
3173329	128	53	111	90	43	77	44	37	42	52	50	14
540688	124	85	68	115	64	139	76	92	120	140	105	83
2126698	124	137	108	99	48	115	39	32	34	57	24	38
432780	123	67	88	99	68	146	94	101	120	204	94	117
1321796	122	88	101	49	60	80	30	24	45	95	27	41
485994	121	74	78	61	76	105	59	73	84	112	69	71
850313	120	55	65	72	74	91	67	73	65	113	65	58
1518704	120	80	99	67	51	135	75	73	86	134	86	85
2254372	117	96	86	108	96	122	97	116	120	234	127	102
1509269	116	80	84	66	53	82	34	48	34	62	27	36
2435753	115	47	91	76	67	98	68	114	67	105	54	48
3266657	114	74	95	42	27	51	41	40	66	59	37	34
601698	112	63	59	90	52	83	67	81	45	71	65	64
3184369	112	66	75	50	34	52	37	18	18	36	34	22
370738	110	74	73	100	61	101	59	87	82	116	54	68
25488	110	81	108	54	36	45	66	77	70	103	32	74
3011643	107	75	85	51	25	82	24	32	19	44	19	31
1673795	107	51	79	49	36	48	18	30	46	51	20	27
3594703	106	66	79	70	41	69	28	30	22	64	33	29
655780	105	67	73	37	29	50	19	18	45	36	10	18
886303	102	82	93	30	37	48	23	31	42	70	32	42
4346367	99	57	90	50	42	71	37	38	41	58	36	49
4280556	95	74	70	51	42	77	28	30	48	70	22	27
2367683	94	63	73	74	42	85	192	234	255	327	216	214
29653	92	30	72	61	39	95	41	63	71	86	58	91
2623500	92	45	64	36	31	36	10	13	33	32	17	19
2093908	92	34	45	36	32	45	68	73	82	89	42	55
593054	91	62	57	59	52	75	66	65	70	118	80	66
452822	90	50	54	49	30	67	46	36	40	88	41	49
4302294	89	59	54	40	55	105	53	63	73	125	62	43
2194039	83	63	59	50	34	47	52	55	75	81	63	59
1763214	83	57	65	84	57	90	45	51	48	83	30	48
2620099	82	41	57	33	31	39	19	17	24	42	12	19
4163515	80	40	51	42	34	45	26	48	57	80	49	59
1889405	80	67	60	54	51	72	51	56	56	76	37	53
4307237	76	53	64	59	44	64	53	41	50	87	67	53
2909257	75	43	49	40	23	34	23	21	22	47	16	23
1111837	74	39	25	26	20	40	15	18	22	37	15	17
3072585	73	45	69	61	63	99	46	57	52	103	48	48
3858362	71	58	38	60	35	70	38	58	33	42	40	51
681905	70	35	31	41	16	42	12	16	15	40	15	16
2746544	70	30	56	45	24	47	27	15	17	36	12	17
2602912	70	45	54	22	24	36	19	15	28	43	10	13
2052183	69	56	31	27	25	69	35	39	26	54	36	28
172478	68	50	40	33	30	50	41	44	37	51	26	38
1106546	67	39	46	33	39	45	34	40	60	40	44	26
1163420	66	51	60	69	66	60	66	48	66	87	70	48
558935	64	50	53	51	37	64	50	38	44	63	51	50
369097	64	27	40	35	22	29	15	11	16	23	11	12
1520776	62	33	46	43	32	38	23	38	22	55	19	20
2485252	61	41	30	44	30	53	35	41	30	51	23	41
3824509	58	41	31	10	16	30	17	20	17	33	15	12
4277195	57	22	17	32	10	37	21	43	18	42	31	38
2137718	56	37	62	54	34	59	31	33	55	77	36	37
2404310	55	37	37	26	18	70	36	32	26	61	27	32
3465115	54	45	49	24	17	28	11	16	25	30	21	18
1991825	53	26	26	15	22	30	15	16	9	7	7	7
1737015	52	48	38	56	43	94	46	68	57	81	42	63
25235	49	27	43	19	8	18	8	14	15	23	11	17
995166	48	22	38	41	29	53	36	45	39	55	28	31
3615088	48	31	42	27	25	42	19	33	51	58	52	42
1970016	48	15	23	26	20	13	24	17	21	39	12	28
3344016	47	28	33	27	20	46	18	32	21	43	24	23
2262324	47	23	40	35	33	45	33	32	23	42	34	26
3367037	46	11	18	9	3	4	13	7	18	9	7	19
2422057	46	27	43	37	29	45	35	25	30	43	21	41
756439	44	12	27	27	5	12	2	2	7	33	13	8
443482	44	16	29	40	19	51	28	22	27	49	15	24
252526	44	21	26	1	3	1	21	18	26	23	12	21
2144465	44	26	45	28	23	65	33	22	19	39	20	17
1956680	44	34	42	41	35	46	29	24	22	58	18	12
2646348	43	11	22	18	9	14	14	14	20	19	21	20
2587533	43	18	35	21	9	18	13	8	12	19	12	14
3602069	42	21	17	73	38	44	28	41	33	39	31	27
3403370	41	24	25	27	19	43	30	22	31	38	35	22
3806563	40	24	31	36	29	30	30	38	44	34	40	37
2841416	39	27	34	24	12	51	18	20	25	28	11	15
3075215	38	29	61	34	50	34	32	61	51	53	40	25
462766	37	31	32	39	16	45	25	28	30	41	28	29
3262471	37	20	14	20	20	23	8	13	11	19	9	5
667114	36	24	40	31	20	42	21	38	27	41	20	17
2245218	36	25	22	35	14	36	11	23	17	35	20	22
1100495	36	16	20	28	15	23	28	28	27	28	30	29
3069494	35	17	41	44	26	45	31	41	37	49	34	44
2278142	35	14	41	19	22	28	17	23	19	32	12	14
4058669	33	16	42	13	23	24	21	36	29	27	41	24
2870096	33	23	32	16	12	15	6	10	10	11	3	6
1278876	33	14	13	20	18	31	18	20	24	31	21	24
3139088	32	11	31	21	15	25	24	8	15	18	15	15
2390041	32	36	20	23	24	19	19	17	23	38	27	30
9101	31	15	16	18	18	10	18	11	20	22	9	15
1304721	29	10	19	18	15	27	12	23	12	35	18	20
1061594	29	4	15	11	6	24	6	1	9	11	10	4
4310642	28	15	18	16	15	20	11	17	16	25	19	13
1912693	26	13	5	13	16	31	17	20	16	41	27	26
906130	25	6	15	18	14	22	8	7	17	19	13	10
2554882	25	49	31	14	10	24	12	8	13	18	10	25
797906	24	15	20	26	20	36	22	21	40	23	22	33
2549082	24	32	27	13	29	33	21	14	15	25	20	20
4269600	23	21	17	19	16	27	13	20	27	32	34	27
4052602	21	18	15	18	7	6	11	24	10	22	12	17
2439523	21	15	20	14	5	20	9	6	10	16	11	18
855772	20	10	9	15	10	9	2	3	9	7	2	7
3268919	20	6	8	4	1	8	10	5	3	9	3	2
756810	19	11	8	9	4	8	8	2	7	5	6	7
505115	19	22	22	10	15	26	5	20	18	30	4	10
548407	18	7	20	17	8	13	12	13	17	15	8	7
2582336	18	11	10	18	9	16	7	8	13	14	5	16
4324000	17	12	14	15	12	11	3	4	3	4	6	3
2614074	17	4	10	8	2	9	7	10	13	22	9	13
1064026	17	22	14	2	3	4	9	13	7	5	4	7
1706190	16	6	4	9	3	8	4	6	6	2	1	2
3645361	15	3	6	11	9	8	6	8	8	11	6	10
3488091	15	4	2	3	9	8	6	1	2	7	2	3
2007189	15	2	10	1	1	10	2	5	3	7	1	2
3572229	14	19	16	13	23	26	9	12	16	20	10	10
2188022	14	7	3	5	3	16	10	5	6	17	7	3
87087	13	4	14	7	9	18	13	10	12	22	13	10
2873374	13	1	7	2	2	4	7	1	3	5	4	1
2654257	13	8	1	1	1	5	1	1	1	1	1	3
4368254	12	9	5	6	7	12	5	3	5	11	5	4
3685308	12	3	10	4	4	7	9	5	2	6	10	3
2764973	12	6	12	4	11	14	5	5	5	8	10	11
2664852	12	1	6	2	1	7	2	1	2	1	1	2
1838157	12	9	8	9	9	17	4	3	8	12	8	1
582591	11	20	18	4	5	8	6	10	12	10	3	9
464404	11	1	3	5	5	9	2	3	5	7	2	11
3768943	11	6	1	3	1	4	1	1	1	1	1	1
2096620	11	28	26	13	15	6	6	3	7	9	14	1
1583258	11	12	8	10	4	17	11	6	5	9	4	9
4265765	10	7	6	9	4	9	6	7	8	10	5	4
3628522	10	3	4	2	4	5	1	7	5	2	7	1
3396355	10	11	6	5	4	4	2	6	1	4	4	7
2968939	10	8	10	3	4	6	4	2	5	9	6	1
2793640	10	29	6	6	1	17	7	4	1	7	2	3
2669202	10	8	8	5	6	5	2	2	12	9	6	8
2724453	9	7	11	7	7	8	4	5	4	13	5	5
2081254	9	8	6	19	10	21	15	5	11	33	24	22
176360	9	3	17	17	15	8	3	9	5	15	3	10
4275006	8	1	4	5	4	11	3	3	4	9	1	2
3859576	8	4	3	4	2	7	7	4	6	5	5	3
2629635	8	5	3	6	1	8	5	4	4	6	5	5
1383367	8	2	7	7	3	4	1	8	8	6	9	5
728827	7	2	5	17	5	4	6	1	1	1	15	6
3043840	7	5	5	10	5	14	5	5	2	6	3	7
3010506	7	10	7	4	1	6	5	1	4	2	4	8
2628430	7	4	3	16	5	11	3	7	5	13	7	12
2625845	7	3	4	7	5	16	3	6	3	14	3	14
2962448	6	4	5	3	4	4	3	3	6	5	3	3
2129113	6	1	2	3	1	2	2	3	1	6	1	1
1885672	6	1	8	7	2	12	2	6	7	5	5	8
1292244	6	2	1	3	5	4	2	2	2	5	5	4
732744	5	4	7	4	1	1	6	4	3	12	1	2
690769	5	1	2	1	1	3	1	1	1	7	2	1
638442	5	1	2	2	1	2	1	1	2	1	1	3
579910	5	6	1	6	1	5	1	1	1	7	2	1
3416657	5	8	8	18	6	12	12	3	9	18	17	15
254535	5	2	2	2	2	4	1	2	3	1	2	3
2068303	5	2	1	1	1	1	1	1	1	2	1	1
1784297	5	1	4	2	3	1	1	1	1	1	1	2
1671103	5	3	3	2	1	2	5	2	1	1	1	4
1480882	5	11	5	6	4	8	4	5	6	7	6	4
1288683	5	5	7	2	5	6	2	4	2	7	3	6
